1.485893e-36	4.796544e-37	2.586374e-37	1.328957e-37	5.427876e-38	2.657437e-38	1.615239e-38	7.092587e-39	3.375186e-39	1.631765e-39	8.077740e-40	2.715438e-40	1.133862e-40	5.505981e-41	1.757683e-41	3.473319e-42	1.361419e-42	4.133838e-43	8.870166e-44	7.977414e-45	
4.796544e-37	2.138596e-37	9.342013e-38	4.923070e-38	2.081005e-38	9.688223e-39	6.041287e-39	2.592648e-39	1.243958e-39	6.328492e-40	3.129371e-40	9.971898e-41	4.323441e-41	1.978078e-41	5.475397e-42	1.334751e-42	4.662950e-43	1.346048e-43	3.341057e-44	1.181920e-45	
2.586374e-37	9.342013e-38	6.436602e-38	2.523564e-38	1.062520e-38	5.138233e-39	3.142735e-39	1.304977e-39	6.467259e-40	3.130877e-40	1.526026e-40	5.264526e-41	2.246486e-41	1.048035e-41	2.862403e-42	5.590459e-43	3.047053e-43	3.170645e-44	2.114977e-44	7.444645e-46	
1.328957e-37	4.923070e-38	2.523564e-38	1.773738e-38	5.637050e-39	2.770089e-39	1.633143e-39	7.433518e-40	3.351827e-40	1.724893e-40	8.338644e-41	2.675186e-41	1.256719e-41	4.915618e-42	1.579493e-42	3.929598e-43	1.319739e-43	4.084626e-44	1.095469e-44	-3.209542e-46	
5.427876e-38	2.081005e-38	1.062520e-38	5.637050e-39	3.566731e-39	1.033305e-39	7.095839e-40	2.976205e-40	1.280622e-40	6.901455e-41	3.445263e-41	1.198687e-41	4.775523e-42	2.287371e-42	4.891396e-43	1.564195e-43	7.014715e-44	1.193228e-44	3.320977e-45	8.256038e-47	
2.657437e-38	9.688223e-39	5.138233e-39	2.770089e-39	1.033305e-39	9.487747e-40	3.448464e-40	1.462785e-40	6.503172e-41	3.315868e-41	1.527737e-41	5.629784e-42	1.931465e-42	9.984029e-43	3.254001e-43	4.424925e-44	2.735763e-44	9.248349e-45	1.706896e-45	-4.600618e-47	
1.615239e-38	6.041287e-39	3.142735e-39	1.633143e-39	7.095839e-40	3.448464e-40	3.062900e-40	8.382199e-41	3.933133e-41	2.117396e-41	1.032780e-41	3.556489e-42	1.406547e-42	6.868702e-43	1.397997e-43	3.993344e-44	1.836101e-44	4.240443e-45	9.968210e-46	9.279809e-47	
7.092587e-39	2.592648e-39	1.304977e-39	7.433518e-40	2.976205e-40	1.462785e-40	8.382199e-41	6.898457e-41	1.814639e-41	8.953134e-42	4.539788e-42	1.328362e-42	5.882917e-43	2.003617e-43	1.109647e-43	1.349433e-44	8.099832e-45	1.978066e-45	4.350683e-46	1.681908e-47	
3.375186e-39	1.243958e-39	6.467259e-40	3.351827e-40	1.280622e-40	6.503172e-41	3.933133e-41	1.814639e-41	1.700516e-41	4.180815e-42	2.239221e-42	6.922225e-43	2.635981e-43	1.260508e-43	4.352689e-44	9.938250e-45	2.989388e-45	8.569377e-46	1.228917e-46	3.550666e-47	
1.631765e-39	6.328492e-40	3.130877e-40	1.724893e-40	6.901455e-41	3.315868e-41	2.117396e-41	8.953134e-42	4.180815e-42	4.742456e-42	9.927806e-43	3.915180e-43	1.840039e-43	7.052020e-44	1.537783e-44	4.318067e-45	1.474019e-45	2.613313e-46	1.268893e-46	-3.534397e-48	
8.077740e-40	3.129371e-40	1.526026e-40	8.338644e-41	3.445263e-41	1.527737e-41	1.032780e-41	4.539788e-42	2.239221e-42	9.927806e-43	1.143720e-42	1.581849e-43	8.046195e-44	3.021575e-44	1.028062e-44	4.106026e-45	6.362415e-46	4.784083e-46	4.125017e-47	9.603109e-48	
2.715438e-40	9.971898e-41	5.264526e-41	2.675186e-41	1.198687e-41	5.629784e-42	3.556489e-42	1.328362e-42	6.922225e-43	3.915180e-43	1.581849e-43	2.354245e-43	2.382175e-44	1.205875e-44	3.136563e-45	-1.264977e-46	4.109227e-46	-3.427753e-47	1.002808e-47	1.814714e-48	
1.133862e-40	4.323441e-41	2.246486e-41	1.256719e-41	4.775523e-42	1.931465e-42	1.406547e-42	5.882917e-43	2.635981e-43	1.840039e-43	8.046195e-44	2.382175e-44	5.099037e-44	4.754052e-45	1.155659e-45	5.873036e-46	3.760214e-47	6.797171e-47	2.508874e-48	-1.479012e-48	
5.505981e-41	1.978078e-41	1.048035e-41	4.915618e-42	2.287371e-42	9.984029e-43	6.868702e-43	2.003617e-43	1.260508e-43	7.052020e-44	3.021575e-44	1.205875e-44	4.754052e-45	1.114982e-44	6.285765e-46	1.369703e-46	4.399662e-47	7.228399e-48	-1.313188e-48	-4.421603e-49	
1.757683e-41	5.475397e-42	2.862403e-42	1.579493e-42	4.891396e-43	3.254001e-43	1.397997e-43	1.109647e-43	4.352689e-44	1.537783e-44	1.028062e-44	3.136563e-45	1.155659e-45	6.285765e-46	1.743473e-45	9.383895e-49	1.500248e-47	4.281262e-48	2.448463e-48	-3.063923e-50	
3.473319e-42	1.334751e-42	5.590459e-43	3.929598e-43	1.564195e-43	4.424925e-44	3.993344e-44	1.349433e-44	9.938250e-45	4.318067e-45	4.106026e-45	-1.264977e-46	5.873036e-46	1.369703e-46	9.383895e-49	2.531188e-46	1.288064e-48	4.355279e-48	-3.144169e-49	-1.415418e-49	
1.361419e-42	4.662950e-43	3.047053e-43	1.319739e-43	7.014715e-44	2.735763e-44	1.836101e-44	8.099832e-45	2.989388e-45	1.474019e-45	6.362415e-46	4.109227e-46	3.760214e-47	4.399662e-47	1.500248e-47	1.288064e-48	3.363929e-47	-3.129579e-49	-1.310706e-49	-5.877842e-51	
4.133838e-43	1.346048e-43	3.170645e-44	4.084626e-44	1.193228e-44	9.248349e-45	4.240443e-45	1.978066e-45	8.569377e-46	2.613313e-46	4.784083e-46	-3.427753e-47	6.797171e-47	7.228399e-48	4.281262e-48	4.355279e-48	-3.129579e-49	4.042686e-48	6.036702e-51	1.970983e-50	
8.870166e-44	3.341057e-44	2.114977e-44	1.095469e-44	3.320977e-45	1.706896e-45	9.968210e-46	4.350683e-46	1.228917e-46	1.268893e-46	4.125017e-47	1.002808e-47	2.508874e-48	-1.313188e-48	2.448463e-48	-3.144169e-49	-1.310706e-49	6.036702e-51	2.473665e-49	5.189136e-51	
7.977414e-45	1.181920e-45	7.444645e-46	-3.209542e-46	8.256038e-47	-4.600618e-47	9.279809e-47	1.681908e-47	3.550666e-47	-3.534397e-48	9.603109e-48	1.814714e-48	-1.479012e-48	-4.421603e-49	-3.063923e-50	-1.415418e-49	-5.877842e-51	1.970983e-50	5.189136e-51	1.704885e-50	
